"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"344",31,"[{'node': {'text': 'Strong stances all round. #onlocation #soundrecordist #uganda #africa'}}]","Bm5hwCAgdzz","['uganda', 'soundrecordist', 'africa', 'onlocation']","2018"
"345",30,"[{'node': {'text': 'One of the realities that many women and girls in refugee camps face is that they are at risk.of sexual violence. When Gloria first arrived in Bidibidi, she did not have access to her own latrine. Every night, if she needed to use a latrine, she would need to go out in the dark alone; unsure about whether or not someone might attack her. By building a latrine for her family, she now has privacy and feels safe.\n.\n""I am so grateful for this latrine."" she shared with our team. Would you join us and help protect vulnerable families in Bidibidi by giving a latrine? A gift of $250 is enough to build one latrine that can help protect an entire family! To donate, please visit link in bio.\n.\n.\n#latrinesgivedignity #latrineschangelives #latrines #Bidibidi #southsudanese #Uganda #health #refugees'}}]","Bm373m6AdnC","['Bidibidi', 'refugees', 'southsudanese', 'latrinesgivedignity', 'Uganda', 'latrineschangelives', 'latrines', 'health']","2018"
"346",31,"[{'node': {'text': 'DoP Neil has a rare moment of rest #directorofphotography #sleepy #bidibidi #uganda #africa'}}]","Bm34KFQgv_Y","['sleepy', 'uganda', 'africa', 'directorofphotography', 'bidibidi']","2018"
"347",32,"[{'node': {'text': 'These guys - Dayan and Michael - such a pleasure to film with them the last two days at one of the largest refugee settlements in the world.  PS Dayan is an excellent musician and writes v catchy afrobeat #Uganda #bidibidi #tvdirector #onlocation #africa'}}]","Bm3vb9IADO-","['tvdirector', 'onlocation', 'Uganda', 'africa', 'bidibidi']","2018"
"348",9,"[]","Bm2loE4F-4m",NA,"2018"
"349",13,"[{'node': {'text': '#bidibidi #zone3 #southsudanese #traditionalmusic #northernuganda #bidibidirefugeecamp #thereislove #blessedforthismoment #love #love #love #❤️'}}]","BmynLA2hOH7","['blessedforthismoment', 'traditionalmusic', 'bidibidirefugeecamp', 'thereislove', 'southsudanese', '❤️', 'love', 'zone3', 'northernuganda', 'bidibidi']","2018"
"350",75,"[{'node': {'text': '#SabiasQué?Cuando reencontramos a #VíctorMandela conocimos tambiém a su vecino Kenedy. 😁 Son esas cosas maravillosas de la vida, grandes nombres marcando el destino de grandes personas...con grandes historias...\nKenedy tuvo ese algo necesario para convertirse en nuestro primer estudiante de secundaria refugiado sursudanes becado fuera del asentamiento. Hoy nos llegaban noticias de que en este segundo trimestre de curso ha quedado el ¡mejor tercer estudiante de 147!\n\nContigo es posible👉Apadrina👉Convierte en promotor de cumplir sueños en: https://www.teaming.net/nzuridaima links en la bio ☝🏿☝🏿 #TeTiendoLaMano #TuMiradaCambiaElMundo #EducacionParaTodos #VíctorMandela #VíctorMandelaPhoto \n#CreaUnFuturo #ApadrinaUnSueño  #NzuriDaima'}}]","BmyxjobgQbk","['SabiasQué', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'CreaUnFuturo', 'ApadrinaUnSueño', 'TeTiendoLaMano', 'EducacionParaTodos', 'VíctorMandelaPhoto', 'NzuriDaima']","2018"
"351",91,"[{'node': {'text': ""Need hairdressing tips? 💇🏾Made you look, made you stare ;) A woman practices braiding on a plastic mannequin in a skills class. All the women's spaces in the refugee settlement are run by @theirc so women can have a community place to go, make friends, talk about their lives and develop skills to bring in some money. #withrefugees #hairstylist #braidtastic .\n. .\n.\n#lensculture #documentaryphotography #documentary #gettyreportage #photojournalism #picoftheday #shootermag #portrait #guardiantravelsnaps  #ig_shotz #ig_photooftheday #burndiary #apimages #kampala #uganda #hartcollective #instaafrica #ig_africa #wu_africa #super_africa #unlimitedafrica #bidibidi #portraitphotography #school @storytell_hers #storytell_hers""}}]","BmyiVkAh-r1","['super_africa', 'instaafrica', 'storytell_hers', 'portraitphotography', 'ig_africa', 'lensculture', 'school', 'shootermag', 'documentaryphotography', 'ig_shotz', 'portrait', 'uganda', 'documentary', 'wu_africa', 'hartcollective', 'braidtastic', 'unlimitedafrica', 'picoftheday', 'ig_photooftheday', 'burndiary', 'apimages', 'gettyreportage', 'withrefugees', 'hairstylist', 'guardiantravelsnaps', 'photojournalism', 'kampala', 'bidibidi']","2018"
"352",36,"[{'node': {'text': '\U0001f9e1\nChampions\nLeaders\nDefenders\nLovers\nWarriors\nCommunicators\nEncouragers\nHelpers\nChallengers\nPeacemakers\n...\nFriends. Family. Fellow Co-Labourers.\n.\nBeyond blessed to look up to each of these remarkable humans. Wow. So thankful to serve with and be a part of a team as dynamic, tireless, invested, passionate and devoted as these three.\n.\nSo much respect & love. Let’s keep inviting anyone who will listen to join us in changing the world!! Xx'}}]","BmwcL9Un-gk","[]","2018"
"353",34,"[{'node': {'text': 'Here is a short glimpse into the redemptive love of Christ at work in the hearts of a broken people group. There are not enough words to express how the Word of God has changed the hearts and lives of so many South Sudanese refugees settling in Northern Uganda. 👏🏽🙏🏽 The Lord is faithful and He is changing mourning to gladness in Camp Bidi Bidi ♥️ Find out more about this project to bring the Word of God to those unreached by clicking on the link in our bio  and finding the “Mourning to Gladness” project ☀️ #investment #education #WordofGod #Africa #Uganda #SouthSudan #Refugees #proclaimers #faithcomesbyhearing #go #send #pray'}}]","BmwKyTnHf_c","['WordofGod', 'Africa', 'proclaimers', 'faithcomesbyhearing', 'send', 'pray', 'SouthSudan', 'education', 'Uganda', 'investment', 'Refugees', 'go']","2018"
"354",61,"[{'node': {'text': '✌️\nWe all be for PEACE...or copying a crazy Asian lady who insists on being friends. Both works.\n.\nToday we visiting the world’s largest refugee settlement in Africa - Bidi Bidi, with 300,000 refugees, yet only 1 of 5 such refugee settlements that have welcomed over One Million women, children and families escaping violence in South Sudan and the DRC.\n.\nFrom hearing gunshots daily, not knowing if they will wake up the next day, to rebuilding their lives and learning to live in peace.\n.\nThis was a different experience than yesterday as this Settlement is no longer accepting new refugees and most of the inhabitants are now settled in with schools and health centres built with concrete and water, sanitation and child friendly spaces all set up for the long haul.\n.\nBeautiful ones, you are the hope for the future. ♥️'}}]","BmvrfXQngY4","[]","2018"
"355",13,"[{'node': {'text': '#CSF activities...'}}]","BmvI_BLBaeY","['CSF']","2018"
"356",19,"[{'node': {'text': 'Hello.....'}}]","Bmn5v1mFo-h","[]","2018"
"357",29,"[{'node': {'text': 'Peter is an inspirational young man. In spite of everything he has experienced, he remains a source of hope and inspiration. ""In the future, I want to become a businessman as I have been doing this small scale business of selling chapatti, soap and salt. But soon, I want to start a retail business and sell basic necessities."" We are grateful for the part we have played in helping this young man, and want to make sure that other families in Bidibidi can experience the same change.\n\nDuring this campaign, our goal is to raise enough to build 400 latrines, helping over 2000 people, just like Peter and Emmanuel! Your gift of $250 today is enough to build one latrine for an entire family. To donate and to learn more, please visit link in bio\n\n#latrines #bidibidi #southsudanese #uganda #refugees #health #latrinesgivedignity #latrineschangelives'}}]","BmlsycFnpqn","['refugees', 'southsudanese', 'latrinesgivedignity', 'uganda', 'latrineschangelives', 'latrines', 'bidibidi', 'health']","2018"
"358",71,"[{'node': {'text': '""I\'m the new Deputy Headmaster. It\'s my second day."" Augustine, 38 is from South Sudan and teaches at a school for South Sudanese refugee children in the Bidibidi settlement. ""I\'ve been a teacher since 2002. I learnt and trained in Uganda during the other war (from 1983-2005), then when it was peaceful I went home. Then when the next war began I had to come back to Uganda. This school has 5,680 students and 43 teachers. It\'s Primary 1 to P7. Yes, of course I\'m excited and proud to do my job."".\n.\n.\n.\nYumbe. #postcardsfromuganda .\n.\n.\n.\n#lensculture #documentaryphotography #documentary #gettyreportage #photojournalism #picoftheday #shootermag #portrait #guardiantravelsnaps  #ig_shotz #ig_photooftheday #burndiary #apimages #kampala #uganda #hartcollective #instaafrica #ig_africa #wu_africa #super_africa #unlimitedafrica #bidibidi #portraitphotography #school @aar_japan @storytell_hers #storytell_hers'}}]","BmjcX3xBBuj","['super_africa', 'instaafrica', 'storytell_hers', 'portraitphotography', 'ig_africa', 'lensculture', 'school', 'shootermag', 'documentaryphotography', 'ig_shotz', 'portrait', 'uganda', 'documentary', 'wu_africa', 'hartcollective', 'unlimitedafrica', 'picoftheday', 'ig_photooftheday', 'burndiary', 'apimages', 'gettyreportage', 'guardiantravelsnaps', 'photojournalism', 'kampala', 'bidibidi', 'postcardsfromuganda']","2018"
"359",37,"[{'node': {'text': 'Yesterday, we introduced you to Peter and Emmanuel. When our local Christian partner, Here is Life, met these young men, they knew they had to help. With no access to a proper latrine, they were at risk of becoming severely sick. We were able to build a latrine for these brothers, ensuring that they were safe and healthy. ""The building of the latrine meant a lot for us in terms of proper hygiene. We maintain it well"" shares Peter.\n.\nWe are currently raising funds to help build latrines for some of the most vulnerable families in Bidibidi. Just like Peter and Emmanuel, we want to make sure that families are healthy and protected from deadly diseases. A gift of $250 is enough to build one latrine for an entire family! To learn more and donate, click the link in our bio.\n.\n.\n#latrines #bidibidi #southsudanese #uganda #refugees #wash #dignity #health #latrinesgivedignity #latrineschangelives'}}]","Bmjb_QvnzCi","['refugees', 'southsudanese', 'latrinesgivedignity', 'uganda', 'health', 'latrineschangelives', 'dignity', 'latrines', 'bidibidi', 'wash']","2018"
"360",79,"[{'node': {'text': 'Being a refugee I feel like people bombard you with so much information that sometimes they think is useful, but at times all you really need is for someone to just acknowledge your existence as a human being and to just hear your story. Some of the kids were in school studying when the war broke out, I didn’t get too deep in conversation about what happened with them, I really wanted to know how they perceived their life after the camp, many want to pursue their  education. It was painful hearing that and to know that some places education is free of charge and students don’t want or even care for it. .\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n. **************************************************************************************************************************\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n\n#Uganda #SouthSudan #inspiration #education #bidibidi #refugeecamp #africangirl #futureleader #captivating #WestNile #YumbeDistrict #African #Yumbe #Africa #africanblogger #kujielezablog #Kujieleza #YoungWorld #BlackGirl #pink #Lumix #Panasonic #PanasonicG7 #UN #unhcruganda #unhcr #vsco'}}]","BmfWzJuFoic","['futureleader', 'YoungWorld', 'unhcr', 'Panasonic', 'BlackGirl', 'unhcruganda', 'SouthSudan', 'africanblogger', 'pink', 'kujielezablog', 'Kujieleza', 'captivating', 'vsco', 'Africa', 'PanasonicG7', 'inspiration', 'UN', 'Uganda', 'WestNile', 'African', 'africangirl', 'education', 'Yumbe', 'Lumix', 'refugeecamp', 'bidibidi', 'YumbeDistrict']","2018"
"361",60,"[{'node': {'text': 'You meet so many wonderful people, at one point I forgot I was at a refugee camp.  The most beautiful thing is to see how much hope lives in the breathe of everyone you cross paths with, a better day will come, it has to. .\n.\n.\n.\n.\n.\n.\n.\n.\n. **************************************************************************************************************************\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n\n#uganda #southsudan #bidibidi #refugeecamp #hope #sacrifices #survive #motherandchild #refugee #unhcr #Peace #WestNile #Yumbe #Koboko #Mbele #kujielezablog #Kujieleza #Africa #African #africanblogger'}}]","BmehO06lsfo","['motherandchild', 'unhcr', 'southsudan', 'hope', 'Peace', 'WestNile', 'Africa', 'survive', 'sacrifices', 'Kujieleza', 'refugee', 'African', 'africanblogger', 'uganda', 'Yumbe', 'Koboko', 'kujielezablog', 'refugeecamp', 'bidibidi', 'Mbele']","2018"
"362",49,"[{'node': {'text': 'Entre otras cosas #VictorMnadela nos muestra la importancia del deporte en los campos de refugiados como forma de vencer la larga espera y la frustración que eso supone sobretodo en jóvenes y mantener así el cuerpo en forma a parte de alma alegre.\nEl #fútbol es uno de los deportes que ayudamos a practicar, y queremos seguir ayudando a  que haya pequeños equipos en las diferentes zonas de #Bidiibidi,.\nAsí que cualquier donación para poder comprarles balones, zapatillas para futbol, baloncesto y otros deportes, serán bienvenidas.\no\nDonaciones en forma de equipación. ¿Ayudas?\nO \ncolaborando en nuestro teaming que poquito a poco va creciendo! Link  en la bio\n\n#ElDeporteesVida'}}]","Bmd6tgWg9J0","['fútbol', 'Bidiibidi', 'VictorMnadela', 'ElDeporteesVida']","2018"
"363",66,"[{'node': {'text': 'Kennedy, a young refugee from #SouthSudan has built himself a cargo truck recycling oil containers. He gives a good laugh to his schoolmates when he enters school  carrying books on the back of his truck in Bidibidi #refugee settlement in #Uganda 📸 UNHCR/Duniya Aslam Khan'}}]","BmbVeOeB-x5","['Uganda', 'refugee', 'SouthSudan']","2018"
"364",1,"[]","BmXqfeTg0ZY",NA,"2018"
"365",59,"[{'node': {'text': 'A South-Sudanese tailor in Bidi Bidi refugee settlement, making clothes for other refugees in the settlement and for Ugandans living around.\n.\n#bidibidi #refugee #settlement #sunset #refugeeparadise #sunsethill #tailor #tailoring #africanprint #fabric #uganda #yumbe #southsudan #enterpreneurship #sunsethillfilms #africa'}}]","BmTNkpxhpHM","['yumbe', 'refugeeparadise', 'settlement', 'sunset', 'southsudan', 'tailor', 'sunsethillfilms', 'refugee', 'sunsethill', 'africanprint', 'uganda', 'africa', 'enterpreneurship', 'fabric', 'bidibidi', 'tailoring']","2018"
"366",69,"[{'node': {'text': 'Africa to me is a place of pure humanity, I remember as a child the person you fought with most of the time became your greatest friend. You would of thought it would be that we would be enemies but that’s not the case, sometimes I wish our elders can learn from their younger selves. War destroys  not only lives but any future ambitions for a nation. May these youth find inspiration and build a better future wherever life leads them. I can’t wait to see them leading the next generation! .\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n**************************************************************************************************************************\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n\n#FutureLeaders #futureleadersofafrica #SouthSudan #Uganda #EastAfrica #Yumbe #MoroboCounty #WestNile #LeadershipTraining #CulturalExchange #Koboko #SouthSudanese #FilmShow #Yei #Morobo #Hometown #africa #african #kujieleza #kujielezablog #africanblogger #adhima #mbele'}}]","BmQrFN5F3ad","['MoroboCounty', 'Hometown', 'SouthSudan', 'futureleadersofafrica', 'africa', 'africanblogger', 'african', 'Koboko', 'kujieleza', 'kujielezablog', 'LeadershipTraining', 'mbele', 'EastAfrica', 'adhima', 'Morobo', 'CulturalExchange', 'SouthSudanese', 'Uganda', 'FilmShow', 'WestNile', 'FutureLeaders', 'Yei', 'Yumbe']","2018"
"367",168,"[{'node': {'text': ""Yes it does! Loved this. Love Uganda and it's open border policy to refugees 😍\n.\n.\n#lensculture #documentaryphotography #documentary #gettyreportage #photojournalism #picoftheday #shootermag #portrait #guardiantravelsnaps  #ig_shotz #ig_photooftheday #burndiary #apimages #kampala #uganda #hartcollective #instaafrica #ig_africa #wu_africa #super_africa #unlimitedafrica #portraiture #withrefugees""}}]","BmOehpvB16k","['super_africa', 'instaafrica', 'ig_africa', 'lensculture', 'shootermag', 'documentaryphotography', 'ig_shotz', 'portrait', 'uganda', 'documentary', 'wu_africa', 'hartcollective', 'portraiture', 'unlimitedafrica', 'picoftheday', 'ig_photooftheday', 'burndiary', 'apimages', 'gettyreportage', 'withrefugees', 'guardiantravelsnaps', 'photojournalism', 'kampala']","2018"
"368",79,"[{'node': {'text': 'A health care volunteer from London inspects the sky for rain 😘 - with Afua.\n.\n.\n#lensculture #documentaryphotography #documentary #gettyreportage #photojournalism #picoftheday #shootermag #portrait #guardiantravelsnaps  #ig_shotz #ig_photooftheday #burndiary #apimages #kampala #uganda #hartcollective #instaafrica #ig_africa #wu_africa #super_africa #unlimitedafrica #portraiture'}}]","BmOdYiThJMu","['super_africa', 'instaafrica', 'ig_africa', 'lensculture', 'shootermag', 'documentaryphotography', 'ig_shotz', 'portrait', 'uganda', 'documentary', 'wu_africa', 'hartcollective', 'portraiture', 'unlimitedafrica', 'picoftheday', 'ig_photooftheday', 'burndiary', 'apimages', 'gettyreportage', 'guardiantravelsnaps', 'photojournalism', 'kampala']","2018"
"369",128,"[{'node': {'text': ""1 austere week in the world's 2nd biggest refugee settlement. This is the 3rd time South Sudanese have had to flee into BidiBidi. These three women I interviewed came alone by foot because their families had been killed or lost. We're researching menstrual supplies to give them since they're used to nothing. Some of the volunteers are refugees themselves which was so humbling. I was in maternity where the health center has no electricity at night so midwives have to deliver with a tiny handheld torch. No surgical transfer ambulance either so if patients didn't have money or relatives that was it for them... And I will never forget the kids and their shoelace soccer balls. Damn we are so lucky we have no idea.""}}]","BmOPFPdle1E","[]","2018"
"370",30,"[{'node': {'text': 'Misión cumplida en el campamento de refugiados de BidiBidi en Uganda... Salimos de regreso a kampala agradecidos al señor por darnos el privilegio de enseñar el Evangelio en este lugar del mundo.\n\nSomos uno en Cristo! \n#misionuganda2018 \n#Evangelio \n#hastaloultimodelatierra'}}]","BmOId5WlnY0","['misionuganda2018', 'hastaloultimodelatierra', 'Evangelio']","2018"
"371",566,"[{'node': {'text': 'Latest for @bbcnews Glimpses of refugee camp life in northern Uganda, through everyday objects and details. @bbc @bbcafrica . https://www.google.co.uk/amp/s/www.bbc.com/news/amp/in-pictures-45084154\n.\n.\n.\n.\n.\n#refugeecamp #refugees #refugee #uganda #africa #reportage #documentary #documentaryphotography #fuji #fujixt20 #xt20 #fujifilm'}}]","BmLTqqJF7c9","['reportage', 'refugees', 'documentaryphotography', 'refugee', 'uganda', 'africa', 'documentary', 'fujifilm', 'refugeecamp', 'fuji', 'fujixt20', 'xt20']","2018"
"372",73,"[{'node': {'text': 'This child’s eyes looks you into soul and reminds you to never forget where you come from, never think you are better than your own people because you are in a better position at the moment. Your brothers and your sisters will always be you brothers and sisters, no matter how far you run away from them, never forget them. .\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n. **************************************************************************************************************************\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n\n#Uganda #WestNile #Yumbe #Bidibidi #RefugeeCamp #Adhima #Ndule #Mbele #brothersandsisters #SouthSudan #NothernUganda #Africa #AfricanBlogger #African #AfricanChild #RefugeeChild #RefugeeMom #Fugee #Beginnings #Hope #KujielezaBlog #Kujieleza #Lumix #Panasonic #PanasonicG7 #vsco #UN #Unhcr #unhcruganda'}}]","BmLLMndlUg_","['brothersandsisters', 'NothernUganda', 'Bidibidi', 'Panasonic', 'unhcruganda', 'SouthSudan', 'Kujieleza', 'RefugeeChild', 'Fugee', 'Ndule', 'Hope', 'RefugeeMom', 'vsco', 'Africa', 'PanasonicG7', 'UN', 'Uganda', 'Beginnings', 'Lumix', 'AfricanBlogger', 'WestNile', 'African', 'RefugeeCamp', 'Unhcr', 'Yumbe', 'AfricanChild', 'KujielezaBlog', 'Adhima', 'Mbele']","2018"
"373",13,"[{'node': {'text': 'Bonjour...!'}}]","BmJXD6ugarE","[]","2018"
"374",37,"[{'node': {'text': 'We’re so grateful for our partnership with @empower_one and the opportunity to see firsthand how God is at work through our brothers + sisters in North East Africa.\n—\nIf you haven’t already, be sure to sign-up for their email updates (link in bio ☝🏾) and let’s continue to pray for our brothers + sisters who are in the midst of an unlikely situation.'}}]","BmJMETEjVRO","[]","2018"
"375",1,"[{'node': {'text': ""Miss you all friend's""}}]","BmG5jnOhh1Q","[]","2018"
"376",65,"[{'node': {'text': 'Danzas tradicionales ayer en Bidibidi celebrando el Human Rights Awareness... O lo que es lo mismo: la conciencia de los derechos humanos.\n. ¿lo ponemos en práctica? Ó, ¿seguimos debatiendo y mirando para otro lado al estilo europeo?\n.\n#VíctorMandela #VíctorMandelaPhoto #TuMiradaCambiaElMundo #TeTiendoLaMano #Bidibidi #Refugees #África #NzuriDaima'}}]","BmCEWN_B-D5","['Bidibidi', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'África', 'TeTiendoLaMano', 'Refugees', 'VíctorMandelaPhoto', 'NzuriDaima']","2018"
"377",12,"[]","BmB1PQ-nhij",NA,"2018"
"378",81,"[{'node': {'text': 'El parchís o Ludo como lo llaman en Uganda es mucho más que un juego, es considerado un deporte. En los campos de refugiados, nos piden juegos porque les ayuda a no pensar. Proponemos un reto: hacer fuerza y un llamamiento a colaborar para que lleguen juegos de parchís a los campos, pueden ser hechos de madera como los que utilizan allí ó también apoyar a la economía local y comprarlos en Uganda para que sean llevados a los campos. ¿Quién se suma?👉🌍\n(links i contacto en la bio☝🏾) #VíctorMandela #VíctorMandelaPhoto #Bidibidi #Refugees#TeTiendoLaMano #TuMiradaCambiaElMundo #SerMásUno #MásUno#contigo #NzuriDaima'}}]","Bl_gwoTgUxh","['Bidibidi', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'MásUno', 'TeTiendoLaMano', 'contigo', 'Refugees', 'VíctorMandelaPhoto', 'NzuriDaima', 'SerMásUno']","2018"
"379",40,"[{'node': {'text': 'Wrapping up an incredible trip with @seedeffect and @empower_one in northern Uganda.⠀\n—⠀\nWe love partnering with organizations who are working to reach people in hard places and getting to collaborate with other creatives who help us to tell these stories so well. #HstBraveTheWild'}}]","Bl_alROnwi7","['HstBraveTheWild']","2018"
"380",98,"[{'node': {'text': 'At Bidibidi, almost 200,000 children need school. An estimated two thirds of the 287,000 person population in the worlds largest settlement are under 18. Thanks to organizations including @windleuganda @aarjapan and @unhcruganda , up to 100,000 South Sudanese children have access to Primary School and some to Secondary education at Bidibidi. But funding for the estimated 1 million S. Sudanese refugees in settlements across Uganda has drastically slowed. Education for children needs continued international support and will play a big role in a peaceful future for South Sudan when  refugees in Uganda can finally return home..\n.\n.\n#withrefugees #refugeeswelcome #ugandanmodel #uganda #bidibidi #everydayeverywhere #africanstyle #southsudan #peace'}}]","Bl-Abk7BSrv","['withrefugees', 'southsudan', 'uganda', 'ugandanmodel', 'africanstyle', 'everydayeverywhere', 'refugeeswelcome', 'peace', 'bidibidi']","2018"
"381",55,"[{'node': {'text': '🕊'}}]","Bl7hiHHB6ZB","[]","2018"
"382",21,"[{'node': {'text': 'Sometimes we’re on drone patrol 👋🏾\n—\nLoving our time with @empower_one and @snowzell this week!'}}]","Bl6GYrgHmUD","[]","2018"
"383",76,"[{'node': {'text': 'Víctor Mandela nos muestra la importancia del deporte, no solo como un medio de salud, sino como desconexión del dolor y la situación, en un lugar donde lo único que se tiene es tiempo y las esperas son infinitas. \nEn Bidibidi se ha creado un equipo de fútbol, llamado Daima Futbol Club! \nEl último partido que ha disputado fue en un campo de refugiados cercano, en el distrito de mayo y empataron 0-0\n\nOs animamos a seguir apoyando proyectos que ayudan a personas reales donde las personas no son cifras, son ➕1❤️ Gracias al equipo de voluntarios Nzuri de Lérida que nos consiguió los equipamientos, zapatillas y balones!!!\nSúmate👉 https://www.teaming.net/nzuridaima (link en la bio)\n\n#VíctorMandela #VíctorMandelaPhoto #Bidibidi #TeTiendoLaMano#TuMiradaCambiaElMundo #SerMásUno #contigo #DaimaFutbolClub #NzuriDaima'}}]","Bl3vmiegudu","['DaimaFutbolClub', 'Bidibidi', 'TuMiradaCambiaElMundo', 'VíctorMandela', 'TeTiendoLaMano', 'contigo', 'VíctorMandelaPhoto', 'NzuriDaima', 'SerMásUno']","2018"
"384",86,"[{'node': {'text': ""Media accreditation from the Office of the Prime Minister! I'm documenting life in Bidibidi - the World's largest Refugee settlement this week, home to 287,000 refugees.\n #onassignment #withrefugees #uganda #welcome #dearvisitors #photojournalist""}}]","Bl2-jOyBS2i","['withrefugees', 'onassignment', 'dearvisitors', 'photojournalist', 'uganda', 'welcome']","2018"
"385",57,"[{'node': {'text': '#Repost @12_meses with @get_repost\n・・・\nEn el #CampoDeRefugiados de Bidibidi el maximo diario de agua es de 15 litros al día por persona. Esta cifra cambia en situaciones de sequía reduciéndose a solo 6 litros al día. ¿Te imaginas? \nConstruir una casa. Regar el cultivo. Hacer la comida. Lavarse. Beber… ¿Y sin agua? ” Llueve. Cierro los ojos, abro las manos… llueve… Siento el agua correr entre mis dedos, siento el agua besándome los pies, acariciando mi cara… llueve. Llueve mientras rio agradecida por estar en el norte de Uganda, por estar ahora en una tienda pequeña y blanca, sin batería ni luz, pero sintiendo la lluvia que sale de una música que me hace que llueva, aunque no llueva. Y me envuelve el frescor, y me hace reír bailando en las estrellas, mientras que morir de sed no es una opción. El cansancio es tan grande, que ya no nos quedan fuerzas ni para rendirnos. No llueve, pero llueve, y llueven risas frescas de niños jugando en una rama de mango. De amor hecho miradas y toques silenciosos al coger la garrafa en asumida espera de cola hasta la fuente. Llueve. Llueve amor a borbotones. Llueve esperanza de que llueva. Y rasgando la vida y sus teorías, el frescor de la lluvia se me cuela en la boca y las entrañas, me hace ondular el pelo a pesar de que fuera hagan 40 grados en mitad de la noche. Escucho risas, tambores de plástico y de lata.. no saben por que ríen, el aire sabe a lluvia aunque no llueva, huele a bosque mojado… Y yo sueño la lluvia, por que en realidad.. no llueve.”\n.\núnete a nuestro teaming (link en la bio) y con solo un euro al mes, todos juntos, cambiemos el mundo!\nwww.victormandela.org\n#CambiaSuHistoria #CreaUnFuturo #nzuridaima #BidiBidi'}}]","BlquF8MAFmQ","['BidiBidi', 'nzuridaima', 'CreaUnFuturo', 'CambiaSuHistoria', 'CampoDeRefugiados', 'Repost']","2018"
"386",19,"[{'node': {'text': 'HAD A POWERFUL DAILOGUE, DISCUSSION N BUILDIN WITH THESE YOUTHS IN BIDI BIDI REFUGEE CAMPS ZONE 1 ON HOW WE CAN COLLECTIVE BUILD TOGETHER TO ELIMINATE POVERTY AMONG THE YOUTHS IN THE REFUGEE CAMPS N WE ARE CURRENTLY  DESIGNIN A YOUTH PROJECT THAT WILL  IMPLEMENTED THE YOUTHS TO SUPPORT THE CAUSE...WORD!!!...\n#refugee \n#Empowernment\n#YouthHipHopProject\n#YouthLeadership8Africa \n#GenerationHipHopUganda'}}]","BlpjVicn1_s","['YouthHipHopProject', 'YouthLeadership8Africa', 'Empowernment', 'refugee', 'GenerationHipHopUganda']","2018"
"387",79,"[{'node': {'text': 'Los dones de niños como #VíctorMandela y #Joy #CoroSafari se ponen al servicio de los demás. \n#CambiarElMundoEsCosaDeNiños #Juntosllegamosmáslejos ¿Te sumas al reto? 👉 💚🌍 Anímate a colaborar colgando una foto en tus redes bajo el hashtag #VíctorMandelaPhoto #TuMiradaCambiaElMundo y el texto: “Mi mirada cambia el mundo. Yo no soy uno más, soy +1."" tambien te invitamos a unirte a  www.teaming.net/nzuridaima , juntos, demostraremos que cambiar el mundo, es cosa de niños.  #Victor Mandela VictorMandelaPhoto \n#SerMásUno #MásUno #TeTiendoLaMano #NzuriDaima'}}]","BlnkMgLALlK","['TuMiradaCambiaElMundo', 'VíctorMandela', 'Joy', 'Juntosllegamosmáslejos', 'CambiarElMundoEsCosaDeNiños', 'Victor', 'MásUno', 'TeTiendoLaMano', 'CoroSafari', 'VíctorMandelaPhoto', 'NzuriDaima', 'SerMásUno']","2018"
"388",19,"[{'node': {'text': 'Able to fly away'}}]","BlnCxZQHtHy","[]","2018"
"389",175,"[{'node': {'text': '“So you just swipe right and super match and stuff” ICT training gone awry ☎️'}}]","BlkrsWDAcad","[]","2018"
